v001,LATNUM,LONGNUM
1,0.320187631511,32.5682063677
2,0.34065335000200003,32.5936271164
3,0.31310324418499996,32.566555965700005
4,0.35336807133299997,32.5581439634
5,0.36738768621299994,32.5943566295
6,0.358632151219,32.5655578887
7,0.379859123014,32.5676504154
8,0.367843107211,32.555698725700005
9,0.375812217412,32.5909922795
10,0.354156502627,32.5854163027
11,0.33493030299800003,32.5607538623
12,0.339935413959,32.5645960033
13,0.339649439532,32.573541892
14,0.321586343724,32.5406379554
15,0.297321872137,32.5439370693
16,0.333287944956,32.548309618299996
17,0.32924054350000004,32.5597637715
18,0.30548621477,32.5429969514
19,0.32012990158599997,32.538804211300004
20,0.34263617267700003,32.544573220100006
21,0.31763599334000003,32.5400486825
22,0.28540490683499997,32.5409752188
23,0.30435760554,32.570912935
24,0.33032173900600004,32.5583797035
25,0.292290874948,32.5596263383
26,0.288825643964,32.6309673631
27,0.256769844875,32.636616958400005
28,0.28212371734,32.5951493059
29,0.31548396300000003,32.591399445
30,0.303050567599,32.5962969135
31,0.29313592510200004,32.5725314871
32,0.290363566407,32.5938227778
33,0.271943687787,32.5878424261
34,0.286188895609,32.5778489796
35,0.296949098009,32.5838391581
36,0.26698409661600003,32.609104700500005
37,0.312314079882,32.5970508167
38,0.347769190956,32.6048857864
39,0.370568722972,32.6038784194
40,0.33204433495499996,32.6384797752
41,0.388959006279,32.597001741
42,0.344806666483,32.627365442
43,0.307357110697,32.6486253475
44,0.301909519025,32.642829481999996
45,0.334812744317,32.6060216814
46,-0.322854885702,31.986737008899997
47,-0.36611396931900003,31.7184213279
48,-0.28471426220199997,31.7590655154
49,-0.194976469028,31.8123080284
50,-0.0922330862719,31.726652908200002
51,-0.13591675327400002,31.660242588800003
52,-0.0438857202967,31.585777671
53,0.10364931913999999,31.5051106433
54,-0.296553866675,31.3934366624
55,-0.11079756630899999,31.431955929
56,-0.241244752487,31.224039935900002
57,-0.325458698419,31.6251580693
58,-0.41578937619,31.4715521398
59,-0.897485719125,31.4723978178
60,-0.8988949817470001,31.2298488984
61,-0.605959670079,31.3520520439
62,-0.7597889416079999,31.2176649919
63,-0.637788868646,31.415422604899998
64,-0.631488215446,31.569281254
65,0.22187813686299998,31.7703680265
66,0.281604119021,31.6021755119
67,0.11666602775599999,31.990502163899997
68,-0.011447930426399999,32.0685599448
69,0.0,0.0
70,0.315229757683,32.2966929569
71,0.439076921698,32.3224685517
72,0.0918839329827,32.5168564438
73,0.088866983937,32.4979161221
74,0.275056412019,32.4582626877
75,0.241731717671,32.5241341404
76,0.249496748939,32.4491053936
77,0.130137236865,32.4990380477
78,0.36603804203699997,32.516623368699996
79,0.334690869433,32.5091786904
80,0.44304934411200003,32.6152364498
81,0.43873295215,32.5437559649
82,-0.318177293285,31.7410015595
83,-0.324365548361,31.760956539899997
84,-0.23497110734999999,31.4848033223
85,-0.394966991373,31.235831131199998
86,0.185811328167,32.3159782072
87,0.534546358687,32.253770716700004
88,0.40100799373499996,32.4676559288
89,0.0,0.0
90,0.460038478371,32.5282311086
91,0.370627912374,32.6814565222
92,0.392606255757,32.6313835838
93,0.362399967447,32.6576484081
94,0.362703323886,32.6486018945
95,0.251033982368,32.5565737592
96,0.27475265873300003,32.555527852800004
97,0.283336099678,32.5282071433
98,0.24086738850499997,32.5896422681
99,0.38952941157399995,32.5457884642
100,0.399447263515,32.547657859299996
101,0.35708026208000004,32.549314323400004
102,1.17524670009,32.4156536428
103,1.50798018245,32.5104624508
104,0.726339324637,32.4396955872
105,1.3006522437999999,31.899481501
106,1.01271064604,31.5846562698
107,0.0,0.0
108,0.641479026082,32.0241685357
109,0.7888698568860001,31.899589899499997
110,0.598641070047,31.530475469899997
111,0.63547512632,31.557086126999998
112,0.5186974488620001,31.2932795571
113,0.411186792879,31.2420103371
114,0.562322843147,31.6976157625
115,0.642594428752,31.800641622399997
116,0.460918608209,31.9448809616
117,0.332237497509,31.9343030047
118,0.53824849751,31.91876108
119,0.574232405666,32.110493965
120,0.5777735963480001,32.6415624261
121,0.867683252647,32.6544948497
122,0.944791759267,32.5234725325
123,0.856831953769,32.4438083501
124,1.09586321626,32.878060799800004
125,0.875607280671,32.893435691
126,0.7554865816320001,33.0064054276
127,0.77229078582,32.9126628937
128,0.451949068346,32.7207598033
129,0.249784451877,32.8798505791
130,0.43632647207099995,32.8001714946
131,0.619267863473,32.884335151
132,0.6025491872150001,32.7833249044
133,0.671262908124,32.7622231768
134,0.292240974885,33.1025993556
135,1.06702864315,32.4557434537
136,0.9498176476369999,31.598710498899997
137,0.5760124562219999,31.399954636
138,0.346799305186,32.0336355531
139,0.392478968504,32.0747555856
140,0.8624899952299999,32.4934180359
141,0.36826962948700004,32.7616097373
142,0.431973828053,32.695838418499996
143,0.360490932808,32.7165049409
144,0.367140197038,32.9311743282
145,0.441797586285,33.1716533499
146,0.36406879421099997,33.1967480629
147,0.224903677132,33.8585268943
148,0.421978327249,33.8933718694
149,0.529629758718,33.3767960336
150,0.39134633112800005,33.5028817045
151,0.321060448407,33.546579571100004
152,0.500964477541,33.8146791043
153,0.527984121757,33.650847263
154,0.490952467658,33.7625897148
155,0.6722832225650001,33.6296898869
156,0.46358112881999997,33.6084816465
157,0.786744878678,33.404972039
158,0.5910516397360001,33.5195139687
159,0.81309957574,33.4179115423
160,0.488236049274,33.2254397985
161,0.490418060767,33.241991275
162,0.583608024847,33.1326287567
163,0.6622124403890001,33.2401727369
164,0.817884837631,33.304287809899996
165,0.680693312413,33.2919423568
166,1.05114247911,33.070655617
167,0.8656200108900001,33.149768960799996
168,0.902094038342,33.252912493800004
169,0.724100009973,33.0905171685
170,0.694085848351,33.212598000199996
171,1.03324752071,33.3056013274
172,1.15688680376,33.3190948544
173,1.30422269449,33.055759308
174,1.0939075398,33.5033398065
175,1.14275314769,33.404998232
176,0.777082071466,33.7956761718
177,0.883187215306,33.7417615055
178,0.323389234287,33.8708092237
179,0.529367804585,33.8664060898
180,0.603370692696,33.4788676039
181,0.46328859361599994,33.2408925489
182,0.422176369817,33.2082179218
183,0.43867290378799995,33.2176970997
184,0.9729788686030001,33.131774370500004
185,0.347374981005,34.0530658308
186,0.257588888612,33.972351552
187,0.569170491846,34.1003481571
188,0.43187939341000003,34.047256859499996
189,0.26320893180300003,33.984729415
190,0.41411408588799997,34.0202442876
191,0.723697235971,34.2257344786
192,0.824837773222,34.1273043778
193,0.76525597233,34.198923423400004
194,0.7050204118269999,34.2085694615
195,0.600485986975,34.016563598400005
196,0.745076510014,34.0945911837
197,0.668156152119,34.0341420446
198,0.686032106202,33.9704629675
199,0.8702434117360001,34.0177637623
200,0.654649032314,34.0966869029
201,0.81373569824,34.0513438808
202,0.8472675493520001,33.846680637
203,0.914642959987,34.004155711799996
204,0.92969728003,34.0123877827
205,0.888151433504,33.9077535584
206,0.0,0.0
207,1.0991760944,33.8816835578
208,1.1004204985100001,33.6863279405
209,0.980852801882,33.7383727122
210,1.16147473019,34.1084600285
211,1.18605171542,33.783102664699996
212,1.18642638439,33.8867246639
213,1.18251229805,33.6820766755
214,1.27668504,33.7075400939
215,1.21248229785,33.6779710449
216,1.27867389204,33.8021500749
217,1.08780304912,33.9199270671
218,1.00533754463,33.898235473
219,1.0967903407600001,34.061421346399996
220,0.46662813453699997,34.088362792800005
221,0.47686282275200004,34.0832486549
222,0.668211764147,34.1901504829
223,0.701300123399,34.1718526612
224,0.9085992537469999,33.9655002122
225,1.1703062824600001,33.7175053656
226,1.09283640142,34.2767429715
227,1.0462108883499999,34.1756276146
228,0.95644003067,34.2303272331
229,0.910679845102,34.1982252559
230,1.01614360976,34.1558206804
231,1.0539654189899998,34.1887838866
232,0.913040229776,34.1850757915
233,1.1012926468700002,34.140729093400005
234,1.1627539367200002,34.1957896769
235,0.810925210548,34.305405819200004
236,0.8711189769040001,34.2794715976
237,0.870548113864,34.2965228325
238,0.8444677963959999,34.310821202
239,0.9236879766760001,34.249556645700004
240,0.846367202409,34.350364886
241,0.778737148585,34.291364337
242,1.00128977428,34.3683510107
243,1.02324227779,34.3541603195
244,1.05831084891,34.4197082383
245,1.08431210154,34.4119687803
246,1.15750653337,34.3812528521
247,1.27301353178,34.2810608569
248,1.21526021587,34.3363401684
249,1.14297812575,34.363498691
250,1.17213459255,34.2813496814
251,1.1237672835299999,34.3575874534
252,1.23523562944,34.4050680252
253,0.0,0.0
254,0.0,0.0
255,1.3241239470100001,34.3553564925
256,1.3240975836700002,34.3191841529
257,1.43242541771,34.5453815606
258,1.4347791809600001,34.6648240909
259,1.39639905562,34.723709575
260,1.12075602442,34.168186134
261,1.08240555309,34.1569226721
262,1.0817926341,34.1792160604
263,1.0602614672700001,34.1939973909
264,0.938263150954,34.2722068525
265,1.26430095173,34.2375200863
266,1.39505787503,34.4553113901
267,1.3312766455299998,34.0721669394
268,1.22533716308,34.0873059121
269,1.23807146704,33.992570559200004
270,1.35964528608,34.168432420900004
271,1.40830514928,34.070495679400004
272,1.3267093871200002,33.9964245155
273,1.3637109962,33.8472090184
274,1.43368182333,33.8957007744
275,1.50853252878,33.9836289738
276,1.6521794282799998,33.7738124824
277,1.57350826104,33.8769930231
278,1.45198777207,33.779662293899996
279,1.5474967259,33.1638349535
280,1.4623209462399998,33.324372849
281,1.6005846126700003,33.5141408336
282,1.48415562823,33.543848876599995
283,1.5417641496399999,33.608481763200004
284,1.94265456067,33.5034036574
285,1.72993501176,33.5267033533
286,1.8050221759599998,33.5733337935
287,1.72109953447,33.5907178438
288,1.75806744852,33.6339469659
289,1.6536411525299999,33.6736880317
290,1.7369699742900002,33.232524871799995
291,1.60753092167,33.0742259912
292,1.94713283123,33.3498249707
293,1.8376753203999998,33.323758330100006
294,1.9575905936200002,33.8579275487
295,1.94248553152,33.7412483413
296,2.11442164551,33.491467547
297,1.8231157888499998,33.839814042
298,2.11265399647,33.7481922929
299,2.15380637033,33.6009509673
300,1.7502946268900001,34.1138223828
301,1.94298748557,33.944271343400004
302,2.14475278597,33.9177034092
303,1.3505032679299998,34.05142997
304,1.49331988851,33.9285898798
305,1.72221815521,33.613463737800004
306,1.7176223720500001,33.600414082
307,1.87596971479,34.5349255347
308,1.9179545804799998,34.7987312635
309,1.7685340995099998,34.6002411421
310,1.8754385206,34.6919100479
311,2.33256461982,34.5726697548
312,1.9761198186099997,34.565993675
313,1.91793602026,34.9759690638
314,1.6033065575499998,34.836105337
315,2.19921867331,34.9469998586
316,1.9972814400599999,34.3555347785
317,2.2331876905000003,34.1996196126
318,2.43817216094,34.4598680128
319,2.4781056867099998,34.4441644185
320,2.49976829585,34.3466009723
321,2.5726253367700003,34.848012009
322,2.5810930258,34.543240553800004
323,2.60756691905,34.5945622463
324,2.47773873702,34.8661720052
325,3.49546653921,34.1659597661
326,3.62307393814,34.1745253988
327,3.6133762833,33.944864005700005
328,3.7943204495699994,33.929270421700004
329,3.529102528,34.047912188000005
330,3.43263572334,34.174628461
331,3.09981946056,33.9040816444
332,2.99525276509,34.1753841356
333,3.0776029884400002,34.0359141641
334,2.74938424571,33.6801916973
335,2.5993453929599997,33.611183775
336,2.56596084006,33.7647506541
337,1.8032992448900003,34.6998472864
338,2.52421752039,34.6545564072
339,3.05134102876,34.1525152966
340,2.76831730875,34.1809580297
341,2.5647650617099997,33.2285137193
342,2.39320382861,33.634094016300004
343,2.37964584412,33.262308262
344,2.4032780028,33.110240526700004
345,2.36918253597,33.2349317938
346,2.42289737864,33.0157930542
347,2.21996016512,33.3080468885
348,2.23725621861,32.9584265501
349,2.1397468010900003,33.0911678445
350,2.03854745103,33.008811926
351,2.55478570494,32.8325583804
352,2.2859432643,32.9907198154
353,2.2969995108099996,32.9349550427
354,2.37086414153,32.9568315116
355,2.35848951972,32.7114328354
